,IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,GO:Process,GO:Process ID,apoptosis_related
14683,TUBB2A,714.836,584.059,798.937,1396.92,1150.17,1525.06,247.15599999999998,254.514,285.522,314.347,376.176,460.648,cytoskeleton organization///microtubule-based process,GO:0007010///GO:0007017,False
14684,TUBB2B,523.614,539.385,636.41,1013.52,963.6460000000001,810.937,249.042,160.306,197.171,305.947,266.449,187.291,cytoskeleton organization///microtubule-based process///neuron migration,GO:0007010///GO:0007017///GO:0001764,False
14685,TUBB3,2766.17,2413.09,3154.96,6147.4,6014.31,6186.43,913.4780000000001,1145.14,880.37,1676.02,1560.85,1689.82,axon guidance///cytoskeleton organization///microtubule-based process///mitotic nuclear division,GO:0007411///GO:0007010///GO:0007017///GO:0007067,False
14686,TUBB4A,164.363,190.817,184.02700000000002,301.593,289.124,220.012,102.221,93.0979,93.7776,100.83,105.34100000000001,93.6031,G2/M transition of mitotic cell cycle///cytoskeleton organization///microtubule-based process,GO:0000086///GO:0007010///GO:0007017,False
14687,TUBB4B,2036.41,1920.43,1898.05,1521.41,2024.71,2315.35,1375.66,1839.58,1576.67,1638.81,1742.39,1305.31,G2/M transition of mitotic cell cycle///cytoskeleton organization///microtubule-based process///movement of cell or subcellular component///natural killer cell mediated cytotoxicity,GO:0000086///GO:0007010///GO:0007017///GO:0006928///GO:0042267,False
14688,TUBB6,634.2105,645.8165,679.9455,729.346,768.49,998.725,500.2745,504.3825,576.8035,534.0675,546.45,651.0835,cytoskeleton organization///microtubule-based process,GO:0007010///GO:0007017,False
14689,TUBB8,91.2666,99.2066,104.334,92.4036,99.2682,93.7328,94.4082,103.243,91.6502,96.0994,98.3639,94.7755,biological_process///cytoskeleton organization///microtubule-based process,GO:0008150///GO:0007010///GO:0007017,False
14690,TUBD1,339.408,309.91200000000003,334.156,302.594,257.29,259.904,364.189,355.33,455.70099999999996,371.31800000000004,443.403,463.77099999999996,cell differentiation///cytoskeleton organization///microtubule-based process///multicellular organism development///spermatogenesis,GO:0030154///GO:0007010///GO:0007017///GO:0007275///GO:0007283,False
14691,TUBE1,302.172,368.24800000000005,302.7475,224.7865,232.5055,229.3315,397.6225,353.1035,474.659,375.676,336.595,439.55699999999996,centrosome cycle,GO:0007098,False
14692,TUBG1,920.048,783.0486,948.4512,825.56258,844.4884,922.0614,749.672,689.80756,594.32506,626.9562400000001,594.4792,579.798,G2/M transition of mitotic cell cycle///cytoplasmic microtubule organization///meiotic spindle organization///microtubule cytoskeleton organization///microtubule nucleation,GO:0000086///GO:0031122///GO:0000212///GO:0000226///GO:0007020,False
14693,TUBG2,247.28599999999997,225.40400000000002,249.203,294.858,312.626,243.673,242.209,287.782,193.9,317.33,265.233,268.936,cytoplasmic microtubule organization///microtubule nucleation,GO:0031122///GO:0007020,False
14694,TUBGCP2,229.046,229.6865,243.22805,195.6365,206.2715,235.44875,203.3409,232.2637,208.955,178.45415,178.535,157.8825,centrosome duplication///cytoplasmic microtubule organization///interphase microtubule nucleation by interphase microtubule organizing center///meiotic nuclear division///microtubule nucleation///mitotic spindle assembly///protein complex assembly,GO:0051298///GO:0031122///GO:0051415///GO:0007126///GO:0007020///GO:0090307///GO:0006461,False
14695,TUBGCP3,125.931,147.311,140.612,108.741,97.2825,96.07600000000001,108.75299999999999,109.546,116.45299999999999,103.46600000000001,98.8658,107.721,centrosome duplication///cytoplasmic microtubule organization///interphase microtubule nucleation by interphase microtubule organizing center///meiotic nuclear division///microtubule nucleation///mitotic spindle assembly///single fertilization,GO:0051298///GO:0031122///GO:0051415///GO:0007126///GO:0007020///GO:0090307///GO:0007338,False
14696,TUBGCP4,260.98,322.319,236.313,218.003,239.18099999999998,253.75099999999998,353.903,366.379,315.099,326.777,306.762,363.774,centrosome duplication///cytoplasmic microtubule organization///interphase microtubule nucleation by interphase microtubule organizing center///meiotic nuclear division///microtubule nucleation///mitotic spindle assembly///protein complex assembly,GO:0051298///GO:0031122///GO:0051415///GO:0007126///GO:0007020///GO:0090307///GO:0006461,False
14697,TUBGCP5,177.39,178.044,166.905,213.8,226.61900000000003,244.607,196.195,192.31599999999997,179.13400000000001,269.76599999999996,269.863,243.489,centrosome duplication///cytoplasmic microtubule organization///interphase microtubule nucleation by interphase microtubule organizing center///meiotic nuclear division///microtubule nucleation///mitotic spindle assembly,GO:0051298///GO:0031122///GO:0051415///GO:0007126///GO:0007020///GO:0090307,False
14698,TUBGCP6,132.151,133.0945,129.975,145.59,138.1535,140.4725,144.6715,138.05700000000002,129.4945,148.7125,140.24985,127.23125,centrosome duplication///cytoplasmic microtubule organization///interphase microtubule nucleation by interphase microtubule organizing center///meiotic nuclear division///microtubule nucleation///mitotic spindle assembly,GO:0051298///GO:0031122///GO:0051415///GO:0007126///GO:0007020///GO:0090307,False
14699,TUFM,1060.73,1505.73,1065.8,1072.05,1196.69,1382.84,751.0889999999999,884.59,816.675,861.1669999999999,729.4780000000001,999.32,mitochondrial translational elongation///translational elongation,GO:0070125///GO:0006414,False
14700,TUFT1,767.1060000000001,821.166,831.201,1141.49,1629.79,1369.71,1550.23,1591.69,1458.09,974.4989999999999,1047.85,835.648,bone mineralization///intracellular signal transduction///odontogenesis,GO:0030282///GO:0035556///GO:0042476,False
14701,TULP1,102.67200000000001,103.177,96.3236,99.3684,95.2717,96.1891,93.8381,111.788,98.008,98.7905,93.1185,97.889,"dendrite development///detection of light stimulus involved in visual perception///eye photoreceptor cell development///phagocytosis, recognition///photoreceptor cell maintenance///positive regulation of phagocytosis///protein localization to photoreceptor outer segment///receptor localization to nonmotile primary cilium///retina development in camera-type eye///retina homeostasis///visual perception",GO:0016358///GO:0050908///GO:0042462///GO:0006910///GO:0045494///GO:0050766///GO:1903546///GO:0097500///GO:0060041///GO:0001895///GO:0007601,False
14702,TULP2,100.14200000000001,91.5294,91.9315,97.898,95.2068,94.4516,85.0803,99.7242,95.7204,92.9736,96.3691,99.5391,protein localization to photoreceptor outer segment///receptor localization to nonmotile primary cilium///visual perception,GO:1903546///GO:0097500///GO:0007601,False
14703,TULP3,166.65099999999998,156.76,163.496,143.906,151.967,153.464,155.031,142.81,152.899,134.467,155.44299999999998,131.16299999999998,"G-protein coupled receptor signaling pathway///anterior/posterior pattern specification///bone development///brain development///bronchus morphogenesis///central nervous system neuron differentiation///embryonic camera-type eye development///embryonic digit morphogenesis///embryonic neurocranium morphogenesis///ganglion development///negative regulation of smoothened signaling pathway///negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning///negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning///neural tube closure///protein localization to photoreceptor outer segment///receptor localization to nonmotile primary cilium///regulation of G-protein coupled receptor protein signaling pathway///regulation of transcription, DNA-templated///smoothened signaling pathway involved in dorsal/ventral neural tube patterning",GO:0007186///GO:0009952///GO:0060348///GO:0007420///GO:0060434///GO:0021953///GO:0031076///GO:0042733///GO:0048702///GO:0061548///GO:0045879///GO:1901621///GO:0021914///GO:0001843///GO:1903546///GO:0097500///GO:0008277///GO:0006355///GO:0060831,False
14704,TULP4,192.16066669999998,179.77966669999998,160.421,171.63166669999998,174.5453333,192.092,162.9553333,152.8013333,137.6113333,159.4263333,157.015,145.8173333,"intracellular signal transduction///protein localization to cilium///protein ubiquitination///regulation of transcription, DNA-templated",GO:0035556///GO:0061512///GO:0016567///GO:0006355,False
14705,TUSC2,208.769,252.78,187.53099999999998,156.98,185.85,201.601,189.49900000000002,215.407,200.71400000000003,146.63,173.387,188.84599999999998,cell cycle///cell maturation///cell proliferation///cell-cell signaling///chemokine (C-C motif) ligand 5 production///inflammatory response///interleukin-15 production///natural killer cell differentiation///negative regulation of interleukin-17 production///neutrophil mediated killing of gram-negative bacterium///phagocytosis///positive regulation of interleukin-10 production///regulation of mitochondrial membrane potential///regulation of reactive oxygen species metabolic process///response to defense-related host reactive oxygen species production,GO:0007049///GO:0048469///GO:0008283///GO:0007267///GO:0071609///GO:0006954///GO:0032618///GO:0001779///GO:0032700///GO:0070945///GO:0006909///GO:0032733///GO:0051881///GO:2000377///GO:0052567,False
14706,TUSC3,388.64300000000003,335.44599999999997,402.2765,341.60699999999997,303.079,286.684,565.504,530.3715,442.1245,515.6775,539.143,512.423,cognition///magnesium ion transmembrane transport///magnesium ion transport///protein N-linked glycosylation///protein N-linked glycosylation via asparagine///protein N-linked glycosylation via asparagine///transmembrane transport,GO:0050890///GO:1903830///GO:0015693///GO:0006487///GO:0018279///GO:0018279///GO:0055085,False
14707,TUSC5,94.39299999999999,100.43700000000001,96.9861,106.853,104.581,99.1108,104.464,96.704,98.6365,95.647,107.773,100.729,response to biotic stimulus,GO:0009607,False
14708,TUT1,182.264,227.217,202.8,162.431,160.47799999999998,189.232,209.043,203.49099999999999,175.13400000000001,187.87,175.05200000000002,182.09400000000002,NOT histone mRNA catabolic process///mRNA polyadenylation///mRNA polyadenylation///pre-mRNA cleavage required for polyadenylation///snRNA processing,NOT GO:0071044///GO:0006378///GO:0006378///GO:0098789///GO:0016180,False
14709,TVP23A,90.5941,96.9634,97.069,95.5057,102.42399999999999,88.0611,95.01899999999999,96.8425,102.44200000000001,103.402,94.5727,94.6448,protein secretion///vesicle-mediated transport,GO:0009306///GO:0016192,False
14710,TVP23C,290.08235,256.61105,232.69255,290.92695,284.937,262.78435,185.4875,181.1475,197.003,188.81105,198.547,175.03575,protein secretion///vesicle-mediated transport,GO:0009306///GO:0016192,False
14711,TWF1,283.36400000000003,325.959,286.3265,215.06599999999997,208.076,222.918,307.35200000000003,289.3835,370.5575,191.733,211.2365,200.582,barbed-end actin filament capping///cell-cell adhesion///negative regulation of actin filament polymerization///peptidyl-tyrosine phosphorylation///regulation of actin phosphorylation///sequestering of actin monomers,GO:0051016///GO:0098609///GO:0030837///GO:0018108///GO:0043538///GO:0042989,False
14712,TWF2,468.401,618.6669999999999,506.525,532.49,567.614,553.3,314.449,362.98,290.793,307.151,264.95799999999997,305.722,barbed-end actin filament capping///cell projection organization///cell-cell adhesion///cellular response to growth factor stimulus///cellular response to retinoic acid///negative regulation of actin filament polymerization///positive regulation of axon extension///positive regulation of lamellipodium assembly///positive regulation of neuron projection development///regulation of actin cytoskeleton organization///regulation of microvillus length///sequestering of actin monomers,GO:0051016///GO:0030030///GO:0098609///GO:0071363///GO:0071300///GO:0030837///GO:0045773///GO:0010592///GO:0010976///GO:0032956///GO:0032532///GO:0042989,False
14713,TWIST1,1265.27,1283.31,1221.88,1584.17,1405.08,1324.78,109.869,108.36,114.03399999999999,112.079,109.045,100.568,"aortic valve morphogenesis///cardiac neural crest cell migration involved in outflow tract morphogenesis///cell proliferation involved in heart valve development///cellular response to growth factor stimulus///cellular response to hypoxia///cranial suture morphogenesis///embryonic camera-type eye formation///embryonic cranial skeleton morphogenesis///embryonic digit morphogenesis///embryonic forelimb morphogenesis///embryonic hindlimb morphogenesis///endocardial cushion morphogenesis///eyelid development in camera-type eye///in utero embryonic development///mitral valve morphogenesis///muscle organ development///negative regulation of DNA damage response, signal transduction by p53 class mediator///negative regulation of apoptotic process///negative regulation of cellular senescence///negative regulation of double-strand break repair///negative regulation of histone acetylation///negative regulation of histone phosphorylation///negative regulation of osteoblast differentiation///negative regulation of oxidative phosphorylation uncoupler activity///negative regulation of peroxisome proliferator activated receptor signaling pathway///negative regulation of phosphatidylinositol 3-kinase signaling///negative regulation of sequence-specific DNA binding transcription factor activity///negative regulation of skeletal muscle tissue development///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///negative regulation of tumor necrosis factor production///neural tube closure///neuron migration///odontogenesis///ossification///osteoblast differentiation///outer ear morphogenesis///palate development///positive regulation of DNA-templated transcription, initiation///positive regulation of angiogenesis///positive regulation of cell motility///positive regulation of cell motility///positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation///positive regulation of epithelial cell proliferation///positive regulation of epithelial to mesenchymal transition///positive regulation of fatty acid beta-oxidation///positive regulation of gene expression///positive regulation of interleukin-6 secretion///positive regulation of monocyte chemotactic protein-1 production///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription regulatory region DNA binding///positive regulation of tumor necrosis factor production///regulation of bone mineralization///rhythmic process///transcription, DNA-templated",GO:0003180///GO:0003253///GO:2000793///GO:0071363///GO:0071456///GO:0060363///GO:0060900///GO:0048701///GO:0042733///GO:0035115///GO:0035116///GO:0003203///GO:0061029///GO:0001701///GO:0003183///GO:0007517///GO:0043518///GO:0043066///GO:2000773///GO:2000780///GO:0035067///GO:0033128///GO:0045668///GO:2000276///GO:0035359///GO:0014067///GO:0043433///GO:0048642///GO:0000122///GO:0045892///GO:0032720///GO:0001843///GO:0001764///GO:0042476///GO:0001503///GO:0001649///GO:0042473///GO:0060021///GO:2000144///GO:0045766///GO:2000147///GO:2000147///GO:2000802///GO:0050679///GO:0010718///GO:0032000///GO:0010628///GO:2000778///GO:0071639///GO:0045944///GO:0045944///GO:2000679///GO:0032760///GO:0030500///GO:0048511///GO:0006351,True
